,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,total_minutes,total_calls,total_charge,x0_415,x0_510,x1_yes,x2_yes
0,-1.5083659904394295,1.658110101026435,0.832457365105335,-1.5302035019196403,0.832507732248046,-1.3105250884816009,-0.972401349369473,-1.3111419910543063,-1.6168715649042509,0.19338106956415455,-1.6183934448948787,-0.9870595547286316,0.224309068181651,-0.9811355620271727,-0.42688391511806056,-1.1528248118994782,-1.3316381496451835,-0.21987545778069434,0.0,0.0,0.0,1.0
1,0.43261193088592315,-0.5922933075558886,0.8086533147073411,-0.09745494008821307,0.808811416209836,0.37988168764754393,0.04021379919168063,0.3795949813809737,0.056731582902529575,0.9134235335523451,0.05870031222293419,-1.4141979625527723,0.6334670479062733,-1.4161692869019666,-1.1917995633288403,0.6859327075329755,0.5263215326406796,0.7748695827959996,0.0,1.0,1.0,0.0
2,-0.2641493742052291,-0.5922933075558886,-0.06111006521936817,0.5448116565948405,-0.06148964555712396,1.6481775963344516,0.7490444031844882,1.6476477107074332,-1.0062866844245042,1.1191499518346852,-1.0044970563477749,0.9706581477986793,1.0426250276308955,0.96992477983554,-0.42688391511806056,0.3637102474888951,1.4553013737836111,0.47569104592426104,1.0,0.0,0.0,0.0
3,-0.2641493742052291,-0.5922933075558886,-0.6177586283724622,-0.3938856770188532,-0.6172759671805788,0.32294580320184674,0.6984136457564305,0.32185123232239177,-1.0843614724202753,1.1705815564052702,-1.0845704983321796,0.22316593410643346,-1.0031648709922156,0.2185028914154414,1.102947381303499,-0.7789147900053185,0.7585664929264124,-0.6238136716012131,1.0,0.0,0.0,0.0
4,0.5819179248340272,-0.5922933075558886,-0.1819613980091845,0.3965962881295204,-0.18212543629709838,-0.44470698363496575,-0.46609377508889616,-0.44498575517557676,0.8254679570147351,-0.9381142309887163,0.8238465356294699,0.6858992092492521,-0.5940068912675934,0.6799022965856777,-0.42688391511806056,0.11626979182364239,-0.6058726487522683,-0.11794712345215341,0.0,1.0,0.0,0.0
5,0.5321492601846591,-0.5922933075558886,-1.0975017979320367,-0.3444805541970798,-1.097664919591549,0.44467079753402705,0.14147531404779598,0.44426798032658577,0.21688499417590568,1.1191499518346852,0.21884719619174367,-0.5599211469044914,-0.18484891154297126,-0.5592846773000993,0.3380317330927192,-0.3082280565620803,0.49729091260496294,-0.7738748304737876,1.0,0.0,0.0,0.0
6,-1.7572093136862696,1.5855164426850696,0.6987884667165989,-1.2831778878107734,0.6989466782145024,0.24637685515418556,-0.7192475622291845,0.24562948356506395,0.5231783932362372,0.19338106956415455,0.5213468659106072,-1.307413360596737,-0.5940068912675934,-1.3107065657201982,-1.1917995633288403,0.8047041262523,-1.0993931893594506,0.7295681008722041,1.0,0.0,0.0,1.0
7,0.5819179248340272,-0.5922933075558886,-0.5170491843809485,-0.09745494008821307,-0.5171051766554209,-1.5834246725489078,0.9515674328967189,-1.583692486610813,-0.9662483316061602,-0.9895458355593013,-0.9644603353555724,-0.3819468103110994,-1.0031648709922156,-0.38790775537972605,0.3380317330927192,-1.7400834933450111,-0.1413827281808025,-1.3325931075339426,1.0,0.0,0.0,0.0
8,-1.0853323409198012,-0.5922933075558886,-0.33394110439637814,0.6436219022383872,-0.3339972799965308,0.13250508626279112,1.711028794317584,0.13245173541024285,0.14081212382105182,-0.9895458355593013,0.13877375420733892,-0.666705748860526,-0.18484891154297126,-0.6647473984818677,1.102947381303499,-0.06958548376492744,0.7875971129621291,-0.2566829118437796,1.0,0.0,0.0,0.0
9,-0.11484338025712504,1.658110101026435,0.07622099476905961,1.2858884989214407,0.0763798295742758,-0.11290820876176533,0.293367586331969,-0.11238176059814438,-0.4197248156357646,-0.37236658071228085,-0.42174033968349506,0.0807864648317198,0.224309068181651,0.08667448993823096,-0.42688391511806056,-0.24554314112688494,0.7295358728906959,-0.06226405192082009,0.0,1.0,0.0,1.0
10,-1.0355636762704332,1.7307037593678003,0.5980790227250852,0.9894577619908006,0.5976987824148811,0.032376461892772206,1.8122903091736995,0.03313248702948193,0.2489156764305808,-0.2695033715711108,0.2499868680745679,-0.5243262795858125,0.224309068181651,-0.5197361568569364,-0.42688391511806056,0.49787796122738315,1.4843319938193278,0.5530810775440805,0.0,0.0,0.0,1.0
11,-0.3885710358286491,-0.5922933075558886,-0.05195466122013965,1.0882680076343474,-0.051795698086947436,0.4643038611359916,1.1540904626089497,0.46505572998767525,0.37103265252652995,-2.5839255772474377,0.3700970310511758,0.4367351380185036,-1.412322850716838,0.44261117392669885,-0.42688391511806056,0.44619039937731014,-0.2575052083236689,0.25484632154575426,1.0,0.0,0.0,0.0
12,0.43261193088592315,-0.5922933075558886,0.18425476195995624,0.9400526391690273,0.18409035702068177,0.6331482081128863,0.597152130900315,0.6336674772387346,1.398016402317054,0.19338106956415455,1.397706203184371,-0.0971878717616721,-1.412322850716838,-0.09788527212986306,0.3380317330927192,1.2303017099965339,0.9037195931049955,0.7097487025305426,0.0,0.0,0.0,0.0
13,0.10911561066503103,-0.5922933075558886,-0.24055598360424735,-0.3444805541970798,-0.24028912111815787,-0.49771625536026975,0.293367586331969,-0.4981100043094723,0.8494909687057413,-2.3267675543945123,0.850537682957605,2.1096939019963874,-0.5940068912675934,2.103649032539549,0.3380317330927192,0.108571644314055,-1.3896993897166168,-0.0830272311358933,0.0,0.0,0.0,0.0
14,-0.8364890176729612,2.384046684440088,-0.08308303481751693,-0.6903164139494933,-0.08303175104640508,-0.798102128470327,-0.3648322602327808,-0.7983774994140983,-0.9162003905832302,0.3991074878464947,-0.9155265652539915,1.1130376170733929,-1.412322850716838,1.1149360214604718,-1.1917995633288403,-0.9658698009523984,-0.48975016860940185,-0.5133913094119588,1.0,0.0,0.0,1.0
15,-0.3885710358286491,-0.5922933075558886,0.8379506075048723,-0.93734202805836,0.837893258620366,-0.4780831917583052,-1.883754983074511,-0.4773222546483828,-0.13545251062552163,0.5019706969876648,-0.1370347681833886,-1.1294390240033452,-1.0031648709922156,-1.1261468036521038,1.102947381303499,0.12616741005025225,-1.4187300097523334,0.4294457831270528,0.0,0.0,0.0,0.0
16,-0.01530605095838901,-0.5922933075558886,-1.985575985857203,-0.29507543137530645,-1.9851996657499345,0.28171636963772134,0.09084455661973831,0.28258548296255565,0.5952474283092569,1.2734447655464403,0.5969717833403229,-0.275162208355064,-1.412322850716838,-0.26926219405023694,3.3976943259358383,-0.7162298745701207,0.49729091260496294,-1.5166303778493655,0.0,0.0,0.0,0.0
17,-0.2641493742052291,-0.5922933075558886,1.5117883418480915,1.3846987445649874,1.512161160434867,0.37988168764754393,0.19210607147585368,0.3795949813809737,-1.2905589894347471,-0.47522978985345093,-1.2892026278478808,-0.23956734103638574,0.224309068181651,-0.24289651375479485,-0.42688391511806056,0.40440045575384576,0.6714746328192627,1.1891893862240537,1.0,0.0,0.0,0.0
18,-0.3139180388545971,1.4403291260023392,0.20805881235795007,0.19897579684242703,0.20778667305889095,0.7077538498003517,0.24273682890391135,0.7075794760337196,0.21087924125315385,0.810560324411175,0.20995014708236553,-0.1683776063990286,-1.412322850716838,-0.16379947286846858,0.3380317330927192,0.6320456749658775,0.6134133927478294,0.5040044721266348,0.0,0.0,0.0,1.0
19,-0.6374143590754892,0.9321735176127822,-0.06294114601921377,-0.1468600629099864,-0.0625667508315878,0.31901919048145405,0.293367586331969,0.3195414823600481,0.7293759102507091,1.7363292066817058,0.7304275199809972,-1.770146635739556,-0.18484891154297126,-1.7721059708904345,2.632778677725059,0.4868806076422608,1.0488726932835786,0.10384138179976564,1.0,0.0,0.0,1.0
20,0.48238059553529117,-0.5922933075558886,-0.015333045223225577,-0.1468600629099864,-0.015174118755169426,-0.6469275387351999,0.6477828883283728,-0.6459340018994418,-1.6128677296224165,-0.37236658071228085,-1.6139449203401897,-0.3463519429924205,1.8609409870801399,-0.3483592349365632,-0.42688391511806056,-1.268297024543262,0.20698471224779685,-0.6445768508162857,1.0,0.0,0.0,0.0
21,0.15888427531439905,1.3677354676609739,1.9073017946147628,0.19897579684242703,1.9074587961631773,0.44859741025441974,2.6223824280226222,0.44888748025127223,0.805448780605563,-1.915314717829832,0.8060524374107129,1.4689862902601767,1.0426250276308955,1.4708727054489397,0.3380317330927192,1.8846442483113095,0.6134133927478294,2.131082697889653,0.0,1.0,0.0,1.0
